id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
317835,EVSM,heliport,M-Sola Heliport,56.665556,24.903056,141,EU,LV,LV-OG,Lielvārde,no,EVSM,,,,,"GM Helicopters,Lielvārde"
321608,ES-0207,small_airport,Aeródromo Calzada de Valdunciel,41.07545,-5.7280355,2625,EU,ES,ES-SA,Calzada de Valdunciel,no,,,,,,
36145,SINT,small_airport,Fazenda Santa Adélia Airport,-15.193743,-49.37641,2251,SA,BR,BR-GO,Santa Isabel,no,SINT,,GO0052,,,
24066,PA99,heliport,St Lukes/Gnaden Huetten Heliport,40.83263,-75.727088,600,NA_,US,US-PA,Lehighton,no,PA99,,PA99,,,Gnaden Huetten Memorial Hospital
35968,SIFZ,heliport,Hungria 1100 Heliport,-23.577813,-46.69435,2514,SA,BR,BR-SP,São Paulo,no,SIFZ,,SP0491,,,
3195,HEOW,small_airport,El Oweinat East International Airport,22.585699,28.7166,859,AF,EG,EG-WAD,,no,HEOW,GSQ,,,,
5349,PACZ,medium_airport,Cape Romanzof LRRS Airport,61.78030014,-166.0390015,464,NA_,US,US-AK,Cape Romanzof,no,PACZ,CZF,CZF,,https://en.wikipedia.org/wiki/Cape_Romanzof_LRRS_Airport,
317037,FVGB,small_airport,Gombera Airport,-16.958341,30.358828,3294,AF,ZW,ZW-MW,Gombera Ranch,no,FVGB,,,,,
26748,WABP,medium_airport,Moses Kilangin Airport,-4.52828,136.886993,103,AS,ID,ID-PA,Timika-Papua Island,yes,WAYY,TIM,,,https://en.wikipedia.org/wiki/Mozes_Kilangin_Airport,
2785,FAGR,small_airport,Graaff Reinet Airport,-32.1935997,24.54140091,2604,AF,ZA,ZA-EC,Graaff-Reinet,no,FAGR,,,,,
21052,KSEQ,small_airport,Randolph Air Force Base Auxiliary Airport,29.56579971,-97.90830231,525,NA_,US,US-TX,Seguin,no,KSEQ,,SEQ,,,
12456,5LA9,closed,P.H.I. Heliport,29.943001,-90.185097,10,NA_,US,US-LA,New Orleans,no,,,,,,5LA9
44855,UHPH,small_airport,Khalaktyrka Airport,53.02500153,158.720993,,EU,RU,RU-KAM,Petropavlovsk-Kamchatskiy,no,UHPH,,,,,Аэропорт Халактырка
14286,7NJ1,heliport,New Freedom Switching Station Heliport,39.73899841,-74.96679688,130,NA_,US,US-NJ,Winslow Township,no,7NJ1,,7NJ1,,,
322448,50MS,heliport,Merit Health Wesley Heliport,31.32741,-89.365555,222,NA_,US,US-MS,Hattiesburg,no,50MS,,50MS,,,
11231,48AZ,small_airport,Rimrock Airport,34.65090179,-111.788002,3575,NA_,US,US-AZ,Rimrock,no,48AZ,,48AZ,,,
313299,IOP,small_airport,Ioma Airport,-8.3614,147.84,95,OC,PG,PG-NPP,Ioma,no,,IOP,IOMA,,,
1785,CYKC,small_airport,Collins Bay Airport,58.23609924,-103.6780014,1341,NA_,CA,CA-SK,Collins Bay,no,CYKC,YKC,,,https://en.wikipedia.org/wiki/Collins_Bay_Airport,YKC
307931,GB-0100,closed,RAF Ashford,51.125278,0.816111,,EU,GB,GB-ENG,Kent,no,,,,,https://en.wikipedia.org/wiki/RAF_Ashford,
11058,43WA,heliport,Wilson Heliport,47.76229858,-122.1569977,35,NA_,US,US-WA,Woodinville,no,43WA,,43WA,,,
27358,YBBL,small_airport,Billabalong Airport,-27.41670036,115.8330002,,OC,AU,AU-WA,,no,YBBL,,,,,
2070,DAON,medium_airport,Zenata ‿Messali El Hadj Airport,35.01670074,-1.450000048,814,AF,DZ,DZ-13,Tlemcen,yes,DAON,TLM,,,https://en.wikipedia.org/wiki/Zenata_Airport,
40678,SK-328,small_airport,Mundo Nuevo Airport,4.330278,-72.32,594,SA,CO,CO-MET,Puerto López,no,,,MUN,,,
16113,AK18,small_airport,Camp Point Airport,59.82849884,-153.0809937,8,NA_,US,US-AK,Homer,no,AK18,,AK18,,,
15714,9G9,small_airport,Gackle Municipal Airport,46.61660004,-99.167099,1904,NA_,US,US-ND,Gackle,no,9G9,,9G9,,,
309409,US-0226,closed,Tulsa Downtown Airpark,36.211,-96.0084,713,NA_,US,US-OK,Tulsa,no,,,TNR,,,Tulsa North
318076,GB-0302,small_airport,Claybrooke Farm Airstrip,52.509143,-1.279523,,EU,GB,GB-ENG,,no,,,,,,
20686,KO37,small_airport,Haigh Field,39.72119904,-122.1470032,215,NA_,US,US-CA,Orland,no,KO37,,O37,,https://en.wikipedia.org/wiki/Haigh_Field,
318463,BR-0107,small_airport,Santa Quitéria do Maranhão Airport,-3.498477,-42.615958,,SA,BR,BR-MA,Santa Quitéria do Maranhão,no,,,,,,
41124,SE13,small_airport,Babahoyo North Airport,-1.703353047,-79.53804779,29,SA,EC,EC-R,Babahoyo,no,SE13,,SE13,,,
22295,MO91,heliport,Barnes Jewish Hospital Heliport,38.63339996,-90.25009918,513,NA_,US,US-MO,St Louis,no,MO91,,MO91,,,
4745,MMPR,large_airport,Licenciado Gustavo Díaz Ordaz International Airport,20.68009949,-105.2539978,23,NA_,MX,MX-JAL,Puerto Vallarta,yes,MMPR,PVR,,http://vallarta.aeropuertosgap.com.mx/index.php?lang=eng,https://en.wikipedia.org/wiki/Lic._Gustavo_D%C3%ADaz_Ordaz_International_Airport,
10934,40OK,small_airport,Hilltop Airport,36.11610031,-96.5381012,930,NA_,US,US-OK,Oilton,no,40OK,,40OK,,,
335257,BR-0813,small_airport,Presidente Roosevelt Airport,-7.846799,-60.973428,305,SA,BR,BR-AM,Novo Aripuanã,no,SNFR,,AM0037,,,
5727,RPUT,medium_airport,Tuguegarao Airport,17.64336768,121.7331505,70,AS,PH,PH-CAG,Tuguegarao City,yes,RPUT,TUG,,,https://en.wikipedia.org/wiki/Tuguegarao_Airport,Tugegarao
327620,KR-0550,heliport,Deokcheon-ri South Helipad,37.922411,126.877646,,AS,KR,KR-41,Deokcheon-ri,no,,,,,,Deokcheon-ri
315852,DE-0278,small_airport,Aventoft Airfield,54.8961,8.8208,-10,EU,DE,DE-SH,Niebüll,no,,,,http://www.flugplatz-aventoft.de/,,
32545,UNLL,small_airport,Kolpashevo Airport,58.32529831,82.93250275,243,AS,RU,RU-TOM,Kolpashevo,no,UNLL,,,,https://en.wikipedia.org/wiki/Kolpashevo_Airport,
11323,4AK2,small_airport,St John Homestead Airport,61.55799866,-149.423996,250,NA_,US,US-AK,Wasilla,no,4AK2,,4AK2,,,
320271,CDT7,small_airport,Dutton Airport,42.6592,-81.512602,715,NA_,CA,CA-ON,Dutton,no,CDT7,,CDT7,,https://en.wikipedia.org/wiki/Dutton_Aerodrome,
43654,FR-0311,small_airport,Altisurface de Valmorel,45.441666,6.418056,6332,EU,FR,FR-ARA,Les Avanchers,no,,,LF7328,,,
20139,KI67,small_airport,Cincinnati West Airport,39.25889969,-84.77429962,584,NA_,US,US-OH,Harrison,no,KI67,,I67,,,
319039,MX-0176,small_airport,La Joya Airport,19.47314,-90.662475,10,NA_,MX,MX-CAM,Champoton,no,,,JYA,,,
321777,BR-0131,small_airport,Fazenda Brauna Airport,-12.549401,-46.8867,1309,SA,BR,BR-TO,Fazenda Brauna,no,SDBZ,,SDBZ,,,
307382,GB-0038,small_airport,Eshott Airfield,55.28048411,-1.714897156,197,EU,GB,GB-ENG,Eshott,no,,,,http://eshottairfield.co.uk/,https://en.wikipedia.org/wiki/Eshott_Airfield,
28642,EDFU,small_airport,Mainbullau Airport,49.69499969,9.182499886,1503,EU,DE,DE-BY,Miltenberg,no,EDFU,,,,,
16135,AK43,seaplane_base,Jacobsen Lake Seaplane Base,61.57910156,-149.5390015,350,NA_,US,US-AK,Wasilla,no,AK43,,AK43,,,
326357,GB-0540,small_airport,Ballone Castle Airstrip,57.832293,-3.808089,,EU,GB,GB-SCT,,no,,,,,,
29052,EBTX,small_airport,Theux (Verviers) Airfield,50.552601,5.85503,1099,EU,BE,BE-WLG,Verviers,no,EBTX,,,http://www.verviers-aviation.be/,https://en.wikipedia.org/wiki/Verviers-Theux_Airfield,
29461,LOIR,small_airport,Flugplatz Reutte-Höfen,47.470278,10.692222,2806,EU,AT,AT-7,Reutte,no,LOIR,,,,,
32742,FLNA_,small_airport,Ngoma Airport,-15.96580029,25.93330002,3400,AF,ZM,ZM-07,Ngoma,no,FLNA_,ZGM,,,https://en.wikipedia.org/wiki/Ngoma_Airport,
933,CFC4,small_airport,Macmillan Pass Airport,63.18109894,-130.2019959,3810,NA_,CA,CA-YT,Macmillan Pass,no,CFC4,XMP,CFC4,,https://en.wikipedia.org/wiki/Macmillian_Pass_Airport,FC4
334514,JP-0150,heliport,Shibuya Mark City East Helipad,35.65869,139.69973,,AS,JP,JP-13,"Shibuya, Tokyo",no,,,,,,
36518,SJEV,small_airport,Fazenda São Francisco Airport,-17.6483326,-56.88611221,401,SA,BR,BR-MS,Corumbá,no,SJEV,,,,,
331069,BR-0405,small_airport,Fazenda São José Airport,-29.951531,-54.148725,344,SA,BR,BR-RS,São Gabriel,no,SDJZ,,RS0056,,,
334273,67MI,small_airport,Pinelli Airport,41.997875,-85.853483,921,NA_,US,US-MI,Marcellus,no,67MI,,67MI,,,Keenum Aerodrome
325165,OK77,small_airport,Mound Valley Farm Airport,35.415877,-98.542486,1628,NA_,US,US-OK,Hydro,no,OK77,,OK77,,,
1802,CYLK,medium_airport,Lutselk'e Airport,62.418303,-110.681998,596,NA_,CA,CA-NT,Lutselk'e,yes,CYLK,YSG,,,https://en.wikipedia.org/wiki/Lutselk'e_Airport,"YLK, EL3, Snowdrift Airport"
335815,02AA,small_airport,Barefoot Airport,61.506147,-149.912825,160,NA_,US,US-AK,Big Lake,no,02AA,,02AA,,,H & H Field
25309,UT66,heliport,Ward Heliport,40.59989929,-111.8010025,5000,NA_,US,US-UT,Sandy,no,UT66,,UT66,,,
20393,KLWS,medium_airport,Lewiston Nez Perce County Airport,46.37450027,-117.0149994,1442,NA_,US,US-ID,Lewiston,yes,KLWS,LWS,LWS,,https://en.wikipedia.org/wiki/Lewiston-Nez_Perce_County_Airport,
24254,PS14,heliport,Three Mile Island Heliport,40.14400101,-76.72329712,310,NA_,US,US-PA,Middletown,no,PS14,,PS14,,,
2828,FAPS,medium_airport,Potchefstroom Airport,-26.67099953,27.08189964,4520,AF,ZA,ZA-NW,Potchefstroom,no,FAPS,PCF,,,,
10015,32NE,small_airport,Mc Ginn Ranch Airport,41.72109985,-100.0879974,2758,NA_,US,US-NE,Dunning,no,32NE,,32NE,,,
32150,NWWQ,small_airport,Mueo Airport,-21.31640053,164.9989929,,OC,NC,NC-U-A,Mueo,no,NWWQ,PDC,,,,
30531,SGNB,small_airport,Villa Hayes Sarg Airport,-25.15999985,-57.56000137,210,SA,PY,PY-15,Villa Hayes,no,SGNB,,,,,
37373,SNZI,heliport,Helvétia Heliport,-23.059923,-47.159988,2077,SA,BR,BR-SP,Indaiatuba,no,SNZI,,SP0741,,,
46561,IN-0038,heliport,Upper Tadong Indian Army Helipad,27.30671667,88.59965,,AS,IN,IN-SK,Upper Tadong,no,,,,,,
28858,LFGD,closed,Arbois Airfield,46.919998,5.76,876,EU,FR,FR-BFC,,no,LFGD,,,,,
18756,K40G,small_airport,Valle Airport,35.65060043,-112.1480026,5999,NA_,US,US-AZ,Grand Canyon,no,40G,VLE,40G,http://www.valleairport.com/,https://en.wikipedia.org/wiki/Valle_Airport,
45302,05AR,small_airport,Ozark Skies Airpark,36.000633,-93.57025,1900,NA_,US,US-AR,Kingston,no,05AR,,05AR,,,
15188,8TE9,heliport,Mc Gill Ranch Heliport,29.89119911,-95.73269653,118,NA_,US,US-TX,Harris,no,8TE9,,8TE9,,,
31256,FVRA,small_airport,Ratelshoek Airport,-20.234513,32.79753,3250,AF,ZW,ZW-MA,Ratelshoek,no,FVRA,,,,,
328399,KR-0887,heliport,West Finance Center Heliport,37.507924,126.890202,,AS,KR,KR-11,Seoul,no,,,,,,West Finance Center
309480,LHZK,small_airport,Zalakaros Airport,46.5539,17.15118,370,EU,HU,HU-ZA,Zalakaros,no,LHZK,,,,,
14406,7TN4,small_airport,Pegasus Field,35.17279816,-89.5625,380,NA_,US,US-TN,Oakland,no,7TN4,,7TN4,,,
12782,60LL,heliport,Memorial Hospital Heliport,38.55089951,-90.02179718,584,NA_,US,US-IL,Belleville,no,60LL,,60LL,,,
42195,PA-0012,small_airport,Nargana Airport,9.064220428,-78.01650238,1305,NA_,PA,PA-KY,Nargana,no,,,,,,
26800,WATO,small_airport,Komodo Airport,-8.48666,119.889,66,AS,ID,ID-NT,Labuan Bajo - Flores Island,yes,WATO,LBJ,,,https://en.wikipedia.org/wiki/Komodo_Airport,"Mutiara II Airport, WRKO"
9730,2PS4,heliport,Wgal-Tv Heliport,40.03699875,-76.33769989,360,NA_,US,US-PA,Lancaster,no,2PS4,,2PS4,,,
31799,VEMH,small_airport,Malda Airport,25.033001,88.133003,79,AS,IN,IN-WB,Malda,no,VEMH,LDA,,,https://en.wikipedia.org/wiki/Malda_Airport,English Bazar
314540,RRM,small_airport,Marromeu Airport,-18.2929,35.9345,43,AF,MZ,MZ-S,Marromeu,no,,RRM,,,,
302411,FKKG,small_airport,Bali Airport,5.895277778,10.03388889,4465,AF,CM,CM-NW,Bali,no,FKKG,BLC,,,https://en.wikipedia.org/wiki/Bali_Airport,
11706,4S7,small_airport,Malin Airport,42.00099945,-121.3960037,4052,NA_,US,US-OR,Malin,no,4S7,,4S7,,https://en.wikipedia.org/wiki/Malin_Airport,
7105,0C8,small_airport,Cushing Field Ltd Airport,41.51950073,-88.60559845,640,NA_,US,US-IL,Newark,no,0C8,,0C8,,,
25003,TN89,small_airport,Possum Bottom Airport,35.2584,-85.452698,700,NA_,US,US-TN,Whitwell,no,TN89,,TN89,,,Matthews Airport
11784,4WA4,small_airport,Windsock Airport,48.54150009,-122.887001,30,NA_,US,US-WA,Lopez,no,4WA4,,4WA4,,,
32252,YSII,small_airport,Saibai Island Airport,-9.378330231,142.625,15,OC,AU,AU-QLD,Saibai Island,yes,YSII,SBR,,,https://en.wikipedia.org/wiki/Saibai_Island_Airport,
23834,OL07,heliport,Carnegie Municipal Hospital Heliport,35.11669922,-98.60030365,1234,NA_,US,US-OK,Carnegie,no,OL07,,OL07,,,
8191,1AL6,heliport,Monroe County Hospital Heliport,31.49780083,-87.32109833,425,NA_,US,US-AL,Monroeville,no,1AL6,,1AL6,,,
327306,KR-0434,heliport,Vertavill Apartments Heliport,35.154265,129.055645,,AS,KR,KR-26,Busan,no,,,,,,Vertavill Apartments
30580,LKZD,small_airport,Žatec-Macerka Airfield,50.317501,13.5128,879,EU,CZ,CZ-US,Žatec,no,LKZD,,,,,
323666,ZBZL,medium_airport,Chengjisihan Airport,47.865833,122.767503,928,AS,CN,CN-15,Zhalantun,yes,ZBZL,NZL,,,https://en.wikipedia.org/wiki/Zhalantun_Chengjisihan_Airport,
12802,60VA,heliport,H D H Heliport,37.60490036,-77.54139709,260,NA_,US,US-VA,Richmond,no,60VA,,60VA,,,
38765,AR-0090,small_airport,Castelli Airport,-25.93083382,-60.62805557,364,SA,AR,AR-H,Chaco,no,,,,,,
14865,8AR0,small_airport,Hargrove Airport,34.51259995,-91.56400299,211,NA_,US,US-AR,Stuttgart,no,8AR0,,8AR0,,,
310076,DE-0102,small_airport,Hellingst Airfield,53.3751,8.8498,73,EU,DE,DE-NI,Holste,no,,,,,,
10045,33IA,heliport,Orange City Hospital Heliport,43.01029968,-96.05809784,1523,NA_,US,US-IA,Orange City,no,33IA,,33IA,,,
17528,GA55,heliport,Northside Hospital Heliport,33.90950012,-84.35269928,1050,NA_,US,US-GA,Atlanta,no,GA55,,GA55,,,
320491,CCH7,heliport,Capitale Hélicoptère Heliport,46.8008,-71.3741,203,NA_,CA,CA-QC,Québec,no,CCH7,,CCH7,,,
42972,ULNN,closed,Novgorod Airport,58.49330139,31.24169922,85,EU,RU,RU-NGR,Velikiy Novgorod,no,ULNN,NVR,,,https://en.wikipedia.org/wiki/Novgorod_Airport,"Old Novgorod, Аэропорт Новгород"
320434,CHT4,heliport,Nelson (High Terrain Helicopters) Heliport,49.486702,-117.327201,1950,NA_,CA,CA-BC,Nelson,no,CHT4,,CHT4,http://highterrainhelicopters.com/,,
20672,KO05,small_airport,Rogers Field,40.28239822,-121.2409973,4528,NA_,US,US-CA,Chester,no,KO05,,O05,,https://en.wikipedia.org/wiki/Rogers_Field,
20432,KM41,small_airport,Holly Springs Marshall County Airport,34.8042984,-89.52110291,553,NA_,US,US-MS,Holly Springs,no,KM41,,M41,,,
13020,66CN,heliport,Northrop Palos Verdes Heliport,33.76060104,-118.3880005,1080,NA_,US,US-CA,Palos Verdes,no,66CN,,66CN,,,
14240,7MN5,closed,White Bear Lake Seaplane Base,45.091599,-92.9991,925,NA_,US,US-MN,White Bear Lake,no,,,7MN5,,,7MN5
23738,OI94,heliport,9 Newsport Heliport,39.08340073,-84.51239777,550,NA_,US,US-OH,Cincinnati,no,OI94,,OI94,,,
36843,SJSC,small_airport,Fazenda São Sebastião do Castelo Airport,-18.66111183,-57.62388992,358,SA,BR,BR-MS,Corumbá,no,SJSC,,,,,
8900,22MO,small_airport,Belly Acres Ranch Airport,37.26119995,-92.3667984,1285,NA_,US,US-MO,Mountain Grove,no,22MO,,22MO,,,
8524,1NC8,small_airport,Lonesome Field,35.5158,-80.258102,665,NA_,US,US-NC,Gold Hill,no,1NC8,,1NC8,,,Richfield
324840,NH47,heliport,Monadnock Community Hospital Heliport,42.892515,-71.941116,806,NA_,US,US-NH,Peterborough,no,NH47,,NH47,,,NH95
5581,RJNA_,medium_airport,Nagoya Airport,35.25500107,136.923996,52,AS,JP,JP-23,Nagoya,yes,RJNA_,NKM,,,https://en.wikipedia.org/wiki/Nagoya_Airfield,
41939,MRDD,small_airport,Don Diego Airport,9.550000191,-82.8833313,161,NA_,CR,CR-L,Limón,no,MRDD,,,,,
328578,US-0930,closed,Wildcat Air Landing Area,40.4347578,-86.7652847,665,NA_,US,US-IN,Lafayette,no,,,,,,IN12
15684,9CO4,heliport,Indian Hills/Fire Department Heliport,39.63669968,-105.2669983,7310,NA_,US,US-CO,Indian Hills,no,9CO4,,9CO4,,,
323003,RK8S,heliport,N 303 Helipad,34.634115,128.249592,676,AS,KR,KR-48,Yokjido Island,no,RK8S,,RK8S,,,
2232,EDGE,medium_airport,Eisenach-Kindel Airport,50.991604,10.47973,1112,EU,DE,DE-TH,Eisenach,no,EDGE,EIB,,http://www.flugplatz-eisenach.de/,http://de.wikipedia.org/wiki/Flugplatz_Eisenach-Kindel,Flugplatz Eisenach-Kindel
36851,SJSL,small_airport,Fazenda Santa Luiza Airport,-23.350885,-53.499599,1162,SA,BR,BR-PR,Icaraima,no,SWAI,,PR0201,,,SJSL
16346,AR59,heliport,De Witt Hospital Heliport,34.278808,-91.338628,190,NA_,US,US-AR,De Witt,no,AR59,,AR59,,,De Witt City Hospital
45287,77AZ,heliport,Banner Thunderbird Medical Center Heliport,33.608333,-112.179597,1328,NA_,US,US-AZ,Glendale,no,77AZ,,77AZ,,,
41539,KG-0006,small_airport,Tamga Airport,42.15309906,77.56390381,5655,AS,KG,KG-Y,Tamga,yes,UAFA,,,,https://en.wikipedia.org/wiki/Tamga_Airport,
1121,CJS3,small_airport,Cluff Lake Airport,58.39110184,-109.5159988,1112,NA_,CA,CA-SK,Cluff Lake,no,CJS3,XCL,CJS3,,https://en.wikipedia.org/wiki/Cluff_Lake_Airport,JS3
37508,SSIG,small_airport,Fazenda Santa Maria Airport,-20.27000046,-55.72833252,617,SA,BR,BR-MS,Aquidauana,no,SSIG,,,,,
2108,DNEN,medium_airport,Akanu Ibiam International Airport,6.474269867,7.56196022,466,AF,NG,NG-EN,Enegu,yes,DNEN,ENU,,http://www.faannigeria.org/nigeria-airport.php?airport=11,https://en.wikipedia.org/wiki/Akanu_Ibiam_International_Airport,
45348,22FD,heliport,Destin Emergency Care Center Heliport,30.393889,-86.471389,13,NA_,US,US-FL,Destin,no,22FD,,22FD,,,
333497,MX-1149,small_airport,La Chijolosa Airport,22.803046,-98.580751,26,NA_,MX,MX-TAM,Gonzalez,no,,,JVA,,,
40264,SVQD,small_airport,Santa Juana Airport,8.958333015,-65.13833618,705,SA,VE,VE-J,,no,SVQD,,,,,
334680,JP-0315,closed,Yokosuka Naval Airfield,35.32541,139.64473,,AS,JP,JP-14,Yokosuka,no,,,,,,
7820,13ID,small_airport,Silva Ranch Airport,44.26660156,-115.0009995,6400,NA_,US,US-ID,Stanley,no,13ID,,13ID,,,
13893,76IS,heliport,Steel Supply Heliport,42.05849474,-88.0192624,700,NA_,US,US-IL,Rolling Meadows,no,76IS,,76IS,,,
12647,5QC,small_airport,Quartz Creek /Kougarok/ Airport,65.40589905,-164.6560059,416,NA_,US,US-AK,Quartz Creek,no,5QC,,5QC,,,
23360,NV56,small_airport,Wine Glass Ranch Airport,38.79940033,-117.1750031,5568,NA_,US,US-NV,Round Mountain,no,NV56,,NV56,,,
32458,OPTA,small_airport,Tarbela Dam Airport,33.98609924,72.61139679,1114,AS,PK,PK-NW,Tarbela,no,OPTA,TLB,,,https://en.wikipedia.org/wiki/Tarbela_Dam_Airport,
17062,D06,small_airport,Minto Municipal Airport,48.28329849,-97.39199829,820,NA_,US,US-ND,Minto,no,D06,,D06,,,
333864,AU-0122,small_airport,Birany Birany Airfield,-12.816959,136.471556,51,OC,AU,AU-NT,,no,,,,,,
329363,SDKL,small_airport,Caracaranã Airport,3.835853,-59.777179,108,SA,BR,BR-RR,Normandia,no,SDKL,,SDKL,,,
3393,KBAF,medium_airport,Westfield-Barnes Regional Airport,42.157799,-72.715599,271,NA_,US,US-MA,Westfield/Springfield,no,KBAF,BAF,BAF,,https://en.wikipedia.org/wiki/Westfield-Barnes_Regional_Airport,Barnes Municipal Airport
35958,SIFL,heliport,Solar dos Vianas Heliport,-16.73583221,-49.11083221,2342,SA,BR,BR-GO,Senador Canedo,no,SIFL,,,,,
42289,CU-0008,small_airport,Mantua Airport,22.25639915,-84.31220245,78,NA_,CU,CU-01,Mantua,no,,,,,,
40769,SK-167,small_airport,La Esperanza Airport,9.907778,-73.3225,255,SA,CO,CO-CES,Codazzi,no,,,EPZ,,,
11165,46LL,heliport,Lefkowitz Heliport,42.16109848,-87.98609924,713,NA_,US,US-IL,Long Grove,no,46LL,,46LL,,,
310879,US-0243,heliport,Almonte (General Hospital),45.22997576,-76.1886999,440,NA_,CA,CA-ON,,no,CAL5,,,,,
35209,WMPA,small_airport,Pulau Pangkor Airport,4.244719982,100.5530014,19,AS,MY,MY-08,Pangkor Island,yes,WMPA,PKG,,,https://en.wikipedia.org/wiki/Pangkor_Airport,
9750,2SC6,heliport,Sled Heliport,34.06610107,-81.11560059,275,NA_,US,US-SC,Columbia,no,2SC6,,2SC6,,,
40848,SK-255,small_airport,Algarrobo Airport,10.235833,-74.053611,379,SA,CO,CO-MAG,Fundación,no,,,FUN,,,
37128,SNJC,small_airport,Fazenda Agua Boa Airport,-5.961111069,-47.39222336,495,SA,BR,BR-MA,Ribamar Fiquene,no,SNJC,,,,,
35878,SIBX,small_airport,Rosana Camargo Airport,-21.09111023,-50.24333191,1345,SA,BR,BR-SP,Buritama,no,SIBX,,,,,
41618,OPKK,small_airport,Korangi Creek Airport,24.78429985,67.13899994,3,AS,PK,PK-SD,Karachi,no,OPKK,,,,,
322183,US-0419,closed,Zurik STOLport,40.347006,-82.777676,1155,NA_,US,US-OH,Olive Green,no,,,,,,0OH4
11376,4CL1,heliport,Lyon Heliport,33.61339951,-117.5910034,898,NA_,US,US-CA,Rancho Santa Margarita,no,4CL1,,4CL1,,,
26499,VEDX,small_airport,Kalaikunda Air Force Station,22.33950043,87.21450043,200,AS,IN,IN-WB,,no,VEDX,,,,,VE60
2429,EGKK,large_airport,London Gatwick Airport,51.148102,-0.190278,202,EU,GB,GB-ENG,London,yes,EGKK,LGW,,http://www.gatwickairport.com/,https://en.wikipedia.org/wiki/Gatwick_Airport,"LON, Crawley, Charlwood"
2279,EDUB,closed,Brandenburg-Briest Airport,52.43861,12.458333,102,EU,DE,DE-BR,Brandenburg an der Havel,no,EDUB,,,,,
37861,SWEX,small_airport,Fazenda Santa Escolastica Airport,-16.846666,-54.458889,1145,SA,BR,BR-MT,Pedra Preta,no,,,,,,SWEX
22037,MI24,small_airport,Deer Lake Airpark,45.141701,-85.006699,730,NA_,US,US-MI,East Jordan,no,MI24,,MI24,,,Wilson Township Airport
18445,K1A4,small_airport,Logan Field,31.10280037,-86.06220245,200,NA_,US,US-AL,Samson,no,K1A4,,1A4,,,
28964,LFOO,small_airport,Les Sables-d'Olonne Talmont Airport,46.47689819,-1.722779989,105,EU,FR,FR-PDL,Les Sables-d'Olonne,no,LFOO,LSO,,,,Talmon-Saint-Hilaire
4049,LEZL,medium_airport,Sevilla Airport,37.41799927,-5.893109798,112,EU,ES,ES-AN,Sevilla,yes,LEZL,SVQ,,,https://en.wikipedia.org/wiki/San_Pablo_Airport,
12412,5IN8,seaplane_base,Crooked Lake Seaplane Base,41.672401,-85.041395,989,NA_,US,US-IN,Angola,no,,,I58,,,"5IN8, Q58"
308695,IT-0059,small_airport,"Aviosuperficie ""Città di Tortona""",44.938436,8.865881,315,EU,IT,IT-21,Tortona (AL),no,,,ALTRT,,,
20000,KGZ,small_airport,Glacier Creek Airport,61.45510101,-142.3809967,2380,NA_,US,US-AK,Glacier Creek,no,KGZ,KGZ,KGZ,,,
22746,NC03,small_airport,Darr Field,35.90850067,-79.98729706,874,NA_,US,US-NC,High Point,no,NC03,,NC03,,,
44807,NZFH,heliport,Fox Heliport,-43.4631,170,,OC,NZ,NZ-WTC,Fox,no,NZFH,,,,,FGL
19832,KF82,small_airport,Town & Country Airpark,33.48559952,-101.8130035,3200,NA_,US,US-TX,Lubbock,no,KF82,,F82,,,
24190,PN84,small_airport,Lake Arthur Field,40.98450089,-80.16200256,1240,NA_,US,US-PA,Portersville,no,PN84,,PN84,,,
28702,EDOX,small_airport,Renneritz Airport,51.5941658,12.23722172,308,EU,DE,DE-ST,Sandersdorf,no,EDOX,,,,,
9517,2LA9,heliport,Cow Island Trunkline Heliport,29.88549995,-92.2723999,8,NA_,US,US-LA,Kaplan,no,2LA9,,2LA9,,,
315193,UTU,small_airport,Ustupo Airport,9.1283,-77.9337,9,NA_,PA,PA-KY,Ustupo,no,,UTU,,,https://en.wikipedia.org/wiki/Ustupo_Airport,
9062,25MD,small_airport,Whalen Field,39.16749954,-75.84020233,70,NA_,US,US-MD,Sudlersville,no,25MD,,25MD,,,
16522,C66,small_airport,Monmouth Municipal Airport,40.92969894,-90.63110352,753,NA_,US,US-IL,Monmouth,no,C66,,C66,,,
18120,IN51,small_airport,Windy Knoll Airport,40.13999939,-86.15249634,920,NA_,US,US-IN,Sheridan,no,IN51,,IN51,,,
321297,SK-0020,small_airport,Rybany Airstrip,48.6660912,18.228065,,EU,SK,SK-TC,,no,,,,,,
37649,SSSA,small_airport,Fazenda Sant`anna do Apa Airport,-22.02666664,-56.19361115,1047,SA,BR,BR-MS,Bela Vista,no,SSSA,,,,,
6400,TM-UT58,small_airport,Kala-I-Mor Airport,35.66289902,62.55479813,1329,AS,TM,TM-M,Turkmenkarakul,no,,,,,,"Kalai Mor Airport, UT58"
35163,NVSI,small_airport,Tavie Airport,-16.43899918,168.2570038,160,OC,VU,VU-MAP,Paama Island,yes,NVSI,PBJ,,,https://en.wikipedia.org/wiki/Paama_Airport,Paama Airport
4881,MM30,small_airport,El Tapacal Airport,24.658501,-107.552002,33,NA_,MX,MX-SIN,Navolato,no,,,TPK,,,"MM30, Campo Gobierno"
